x_m,y_m,z_m,u_ms,v_ms,w_ms,speed_ms
1.000000000000000056e-01,1.699999999999999956e+00,2.187500000000000444e+00,-1.064130131074101510e-02,4.200067567505830213e-02,-4.782562363085385293e-02,6.453359068289551970e-02
1.000000000000000056e-01,1.699999999999999956e+00,2.395833333333333481e+00,-6.425030421457545056e-03,2.628979494411329276e-02,-1.363761245157417597e-02,3.030542538060653629e-02
1.000000000000000056e-01,1.899999999999999911e+00,1.041666666666666713e-01,-9.323888775406968463e-03,2.359010872908576511e-03,1.859040220937272295e-02,2.093090749348702415e-02
1.000000000000000056e-01,1.899999999999999911e+00,3.125000000000000555e-01,-1.171315287876318993e-02,7.107629996754458342e-03,6.208198730116751274e-02,6.357585628046519277e-02
1.000000000000000056e-01,1.899999999999999911e+00,5.208333333333333703e-01,-1.567069229462078953e-02,1.893737488288568457e-02,1.251445939250168948e-01,1.275357367685819032e-01
1.000000000000000056e-01,1.899999999999999911e+00,7.291666666666667407e-01,-1.486845595556372107e-02,4.854855248319162042e-02,2.216934470256864687e-01,2.274335449858850555e-01
1.000000000000000056e-01,1.899999999999999911e+00,9.375000000000001110e-01,3.537620664448707514e-02,1.164679961346217346e-01,3.320071982022821944e-01,3.536170948615142695e-01
1.000000000000000056e-01,1.899999999999999911e+00,1.145833333333333703e+00,3.483314937610800244e-01,1.761909877957941739e-01,2.398642757066809794e-01,4.581625961234436217e-01
1.000000000000000056e-01,1.899999999999999911e+00,1.354166666666666963e+00,3.953426425738668093e-01,3.219794216721854063e-01,-1.335655516487077588e-01,5.270733436675267836e-01
1.000000000000000056e-01,1.899999999999999911e+00,1.562500000000000222e+00,4.124933073367629405e-02,1.039412987641891162e-01,-3.136018465351190221e-01,3.329435673278566266e-01
1.000000000000000056e-01,1.899999999999999911e+00,1.770833333333333703e+00,-5.291058127755310196e-03,5.369989087521714194e-02,-2.135258685062721429e-01,2.202384391914348205e-01
1.000000000000000056e-01,1.899999999999999911e+00,1.979166666666667185e+00,-1.209691996457857785e-02,2.874143962944081254e-02,-1.243131191897212107e-01,1.281645716541043312e-01
1.000000000000000056e-01,1.899999999999999911e+00,2.187500000000000444e+00,-9.872862818444993679e-03,1.706404643971637033e-02,-5.905788093965212704e-02,6.226145197640958057e-02
1.000000000000000056e-01,1.899999999999999911e+00,2.395833333333333481e+00,-5.870673452319004164e-03,1.000681269934004282e-02,-1.613185106665490989e-02,1.987052404996333954e-02
1.000000000000000056e-01,2.099999999999999645e+00,1.041666666666666713e-01,-9.861803736086272379e-03,-1.485961700648652170e-02,1.933076403454563399e-02,2.630098531743310306e-02
1.000000000000000056e-01,2.099999999999999645e+00,3.125000000000000555e-01,-1.239686288542860525e-02,-1.828572800473704518e-02,6.532636130369302851e-02,6.896073911468744710e-02
1.000000000000000056e-01,2.099999999999999645e+00,5.208333333333333703e-01,-1.671768356055701454e-02,-2.690111291946806552e-02,1.353160938155797410e-01,1.389733645899230152e-01
1.000000000000000056e-01,2.099999999999999645e+00,7.291666666666667407e-01,-1.407399686445383324e-02,-4.718456606999832381e-02,2.501239528510280086e-01,2.549244053690779555e-01
1.000000000000000056e-01,2.099999999999999645e+00,9.375000000000001110e-01,4.833708480407904878e-02,-8.951962728605879216e-02,3.970496901051432936e-01,4.098764372946826495e-01
1.000000000000000056e-01,2.099999999999999645e+00,1.145833333333333703e+00,3.845646670282674706e-01,-1.960679456299096457e-01,2.408979413191962293e-01,4.943323179420119340e-01
1.000000000000000056e-01,2.099999999999999645e+00,1.354166666666666963e+00,5.015880886074786105e-01,-1.483326330022845252e-01,-2.057304485955089857e-01,5.620660086907974806e-01
1.000000000000000056e-01,2.099999999999999645e+00,1.562500000000000222e+00,5.198275325068008740e-02,-9.197566523360893587e-02,-3.631251811438087618e-01,3.781820022309495544e-01
1.000000000000000056e-01,2.099999999999999645e+00,1.770833333333333703e+00,-5.783381759539963458e-04,-4.807928674859474755e-02,-2.441038074118259682e-01,2.487943349078695909e-01
1.000000000000000056e-01,2.099999999999999645e+00,1.979166666666667185e+00,-1.071530782466789851e-02,-2.803589009409762287e-02,-1.382768314766782969e-01,1.414966822168470528e-01
1.000000000000000056e-01,2.099999999999999645e+00,2.187500000000000444e+00,-9.221680069611448011e-03,-1.794997440592299362e-02,-6.426318993593925499e-02,6.735724567722586875e-02
