x_m,y_m,z_m,u_ms,v_ms,w_ms,speed_ms
9.000000000000001332e-01,3.099999999999999645e+00,3.125000000000000555e-01,-5.779696534484049519e-02,-3.308778738933489116e-02,7.137120445823151235e-03,6.697932043289711590e-02
9.000000000000001332e-01,3.099999999999999645e+00,5.208333333333333703e-01,-5.943048418910121256e-02,-3.679671691106346787e-02,1.039483640547821455e-02,7.066847564707058604e-02
9.000000000000001332e-01,3.099999999999999645e+00,7.291666666666667407e-01,-6.141486455886074891e-02,-4.174377455039735701e-02,1.153366218339793234e-02,7.514887667728877008e-02
9.000000000000001332e-01,3.099999999999999645e+00,9.375000000000001110e-01,-6.322116262469765213e-02,-4.729773216672834152e-02,9.839040144567490209e-03,7.956630934447346537e-02
9.000000000000001332e-01,3.099999999999999645e+00,1.145833333333333703e+00,-6.419174046975587022e-02,-5.238244700709140944e-02,4.768831082223634436e-03,8.298940925731436435e-02
9.000000000000001332e-01,3.099999999999999645e+00,1.354166666666666963e+00,-6.465648220195681362e-02,-5.394740176190201963e-02,-2.665976458410827116e-03,8.424897790518783014e-02
9.000000000000001332e-01,3.099999999999999645e+00,1.562500000000000222e+00,-6.437490937703956029e-02,-4.942448449802999688e-02,-8.853296009003159411e-03,8.164122411760552089e-02
9.000000000000001332e-01,3.099999999999999645e+00,1.770833333333333703e+00,-6.309429851251394106e-02,-4.352299882834192307e-02,-1.138235134466400976e-02,7.748999841225605312e-02
9.000000000000001332e-01,3.099999999999999645e+00,1.979166666666667185e+00,-6.153583671137433098e-02,-3.819647384038561688e-02,-1.070806841979088028e-02,7.321401875932716241e-02
9.000000000000001332e-01,3.099999999999999645e+00,2.187500000000000444e+00,-5.968320031981343143e-02,-3.406513479715827381e-02,-7.713469463527826073e-03,6.915211797427694984e-02
9.000000000000001332e-01,3.099999999999999645e+00,2.395833333333333481e+00,-5.222177155135673127e-02,-2.934259491375380488e-02,-2.869567071029970051e-03,5.996945652088137707e-02
9.000000000000001332e-01,3.299999999999999822e+00,1.041666666666666713e-01,-5.461333268277480946e-02,-2.567806817776285139e-02,1.749064385641013524e-03,6.037415438982474125e-02
9.000000000000001332e-01,3.299999999999999822e+00,3.125000000000000555e-01,-5.529850409027331493e-02,-2.713767413973470696e-02,4.886423125697906926e-03,6.179203058080998123e-02
9.000000000000001332e-01,3.299999999999999822e+00,5.208333333333333703e-01,-5.629607434913025399e-02,-2.969564662865559895e-02,7.005330413090610914e-03,6.403244544770532454e-02
9.000000000000001332e-01,3.299999999999999822e+00,7.291666666666667407e-01,-5.749237543483357027e-02,-3.301146584568247222e-02,7.568650620561757046e-03,6.672641592830118318e-02
9.000000000000001332e-01,3.299999999999999822e+00,9.375000000000001110e-01,-5.859934246046247242e-02,-3.652027116348777885e-02,6.197400118320397361e-03,6.932547086662876890e-02
9.000000000000001332e-01,3.299999999999999822e+00,1.145833333333333703e+00,-5.933918080303696163e-02,-3.934969462787218930e-02,2.837398885796746373e-03,7.125719386924679599e-02
9.000000000000001332e-01,3.299999999999999822e+00,1.354166666666666963e+00,-5.967914889747073792e-02,-4.005667477378372504e-02,-1.720625003818506641e-03,7.189644328798838746e-02
9.000000000000001332e-01,3.299999999999999822e+00,1.562500000000000222e+00,-5.948590273325245897e-02,-3.768489914590540668e-02,-5.611596433428409428e-03,7.064144861311028034e-02
9.000000000000001332e-01,3.299999999999999822e+00,1.770833333333333703e+00,-5.880462037328627878e-02,-3.412735147923650486e-02,-7.455079769464110356e-03,6.839764404277924592e-02
9.000000000000001332e-01,3.299999999999999822e+00,1.979166666666667185e+00,-5.795392590610062844e-02,-3.065250452339163961e-02,-7.209509412350528085e-03,6.595612623140566233e-02
9.000000000000001332e-01,3.299999999999999822e+00,2.187500000000000444e+00,-5.694470061417661322e-02,-2.785645993457208647e-02,-5.305635745799517147e-03,6.361470788105319518e-02
9.000000000000001332e-01,3.299999999999999822e+00,2.395833333333333481e+00,-5.174768723149002214e-02,-2.470904007789865436e-02,-2.000912388307584094e-03,5.737912029445031703e-02
9.000000000000001332e-01,3.500000000000000000e+00,1.041666666666666713e-01,-5.295663669947391766e-02,-1.902417084616402770e-02,1.219846526453949353e-03,5.628332321791425924e-02
9.000000000000001332e-01,3.500000000000000000e+00,3.125000000000000555e-01,-5.340896968299294056e-02,-1.995099351352935813e-02,3.389040007344190641e-03,5.711432199498763657e-02
9.000000000000001332e-01,3.500000000000000000e+00,5.208333333333333703e-01,-5.400723437569443508e-02,-2.156133785062139263e-02,4.796789160076283046e-03,5.834965159335619295e-02
9.000000000000001332e-01,3.500000000000000000e+00,7.291666666666667407e-01,-5.471428448042869874e-02,-2.359944959167663975e-02,5.071350906347447257e-03,5.980222025352134596e-02
9.000000000000001332e-01,3.500000000000000000e+00,9.375000000000001110e-01,-5.537146547922538325e-02,-2.566118551548138282e-02,4.020633274661566947e-03,6.116094442784803659e-02
9.000000000000001332e-01,3.500000000000000000e+00,1.145833333333333703e+00,-5.584882253177904377e-02,-2.719482855596982995e-02,1.749033321428937384e-03,6.214264876825103395e-02
9.000000000000001332e-01,3.500000000000000000e+00,1.354166666666666963e+00,-5.610189710798458435e-02,-2.753276222235329432e-02,-1.165702771073662183e-03,6.250467756622717086e-02
9.000000000000001332e-01,3.500000000000000000e+00,1.562500000000000222e+00,-5.606789915942522740e-02,-2.632185707710151673e-02,-3.692927909680041726e-03,6.204907084465430961e-02
9.000000000000001332e-01,3.500000000000000000e+00,1.770833333333333703e+00,-5.577195430837368628e-02,-2.431251227517387120e-02,-5.011064162147176732e-03,6.104686645965505531e-02
9.000000000000001332e-01,3.500000000000000000e+00,1.979166666666667185e+00,-5.535584102901187215e-02,-2.221875787647004802e-02,-4.941181164504073776e-03,5.985279950764946233e-02
9.000000000000001332e-01,3.500000000000000000e+00,2.187500000000000444e+00,-5.483676703527593649e-02,-2.047650296991034707e-02,-3.678589737311289617e-03,5.865057727945501703e-02
9.000000000000001332e-01,3.500000000000000000e+00,2.395833333333333481e+00,-5.121024849556798236e-02,-1.856408174375649353e-02,-1.393402870276789834e-03,5.448904709687619335e-02
9.000000000000001332e-01,3.699999999999999734e+00,1.041666666666666713e-01,-5.086879157850927174e-02,-1.151212560758282932e-02,8.948779168164876143e-04,5.216285842578592680e-02
9.000000000000001332e-01,3.699999999999999734e+00,3.125000000000000555e-01,-5.111441669238903085e-02,-1.200645218778796305e-02,2.476056062413750300e-03,5.256395477477919520e-02
9.000000000000001332e-01,3.699999999999999734e+00,5.208333333333333703e-01,-5.135654376963406931e-02,-1.285530881646899763e-02,3.471031994678649198e-03,5.305470399349343502e-02
9.000000000000001332e-01,3.699999999999999734e+00,7.291666666666667407e-01,-5.162359569601147197e-02,-1.390712968683110833e-02,3.610983238349304604e-03,5.358584783932444917e-02
9.000000000000001332e-01,3.699999999999999734e+00,9.375000000000001110e-01,-5.186289447033290423e-02,-1.493761510631640491e-02,2.796635474189044807e-03,5.404362439623042191e-02
9.000000000000001332e-01,3.699999999999999734e+00,1.145833333333333703e+00,-5.206671052618674911e-02,-1.567407247578815610e-02,1.166941376117950268e-03,5.438732062870244716e-02
9.000000000000001332e-01,3.699999999999999734e+00,1.354166666666666963e+00,-5.227004610317401156e-02,-1.584030735139145898e-02,-8.487267709409786502e-04,5.462411000415653972e-02
9.000000000000001332e-01,3.699999999999999734e+00,1.562500000000000222e+00,-5.245255724818925769e-02,-1.530798973637398711e-02,-2.608567998027277145e-03,5.470292440668812067e-02
9.000000000000001332e-01,3.699999999999999734e+00,1.770833333333333703e+00,-5.254695253163502167e-02,-1.434891580209782247e-02,-3.579903572433739897e-03,5.458836244700440016e-02
9.000000000000001332e-01,3.699999999999999734e+00,1.979166666666667185e+00,-5.254907313628796872e-02,-1.329276955396288540e-02,-3.571417064997733232e-03,5.432179884493757577e-02
9.000000000000001332e-01,3.699999999999999734e+00,2.187500000000000444e+00,-5.243175864564821043e-02,-1.238342263798731906e-02,-2.666410106715325946e-03,5.394022815824675576e-02
9.000000000000001332e-01,3.699999999999999734e+00,2.395833333333333481e+00,-4.992255694304779945e-02,-1.139696785040912423e-02,-1.006490678261858862e-03,5.121684870626596470e-02
9.000000000000001332e-01,3.899999999999999911e+00,1.041666666666666713e-01,-4.250334808861347402e-02,-3.796537894002277591e-03,6.749768113163765858e-04,4.267790871655091633e-02
9.000000000000001332e-01,3.899999999999999911e+00,3.125000000000000555e-01,-4.242371124621645284e-02,-3.946393455179981677e-03,1.861637843363592474e-03,4.264752035775682543e-02
9.000000000000001332e-01,3.899999999999999911e+00,5.208333333333333703e-01,-4.213598274705808444e-02,-4.200530785432428360e-03,2.593413345141376992e-03,4.242418288804746668e-02
9.000000000000001332e-01,3.899999999999999911e+00,7.291666666666667407e-01,-4.177678073635588546e-02,-4.510121623066966692e-03,2.678073498745498025e-03,4.210478219173085374e-02
9.000000000000001332e-01,3.899999999999999911e+00,9.375000000000001110e-01,-4.144651665434145871e-02,-4.807411256671547013e-03,2.068812400026896325e-03,4.177564997119591339e-02
9.000000000000001332e-01,3.899999999999999911e+00,1.145833333333333703e+00,-4.128970205861268172e-02,-5.017371138477310852e-03,8.937052372955669403e-04,4.160303135928197088e-02
9.000000000000001332e-01,3.899999999999999911e+00,1.354166666666666963e+00,-4.145405588465260471e-02,-5.070958280807776747e-03,-5.382679290156305255e-04,4.176653085350758715e-02
9.000000000000001332e-01,3.899999999999999911e+00,1.562500000000000222e+00,-4.195223209309205392e-02,-4.935546793397502935e-03,-1.805447025047255240e-03,4.228012581228598327e-02
9.000000000000001332e-01,3.899999999999999911e+00,1.770833333333333703e+00,-4.260839645884896554e-02,-4.672378855243107705e-03,-2.543979431539764892e-03,4.293924084458729251e-02
9.000000000000001332e-01,3.899999999999999911e+00,1.979166666666667185e+00,-4.324724755270112353e-02,-4.369191693487397415e-03,-2.581770433142175497e-03,4.354399838678689461e-02
9.000000000000001332e-01,3.899999999999999911e+00,2.187500000000000444e+00,-4.371493264442941756e-02,-4.100003064863978405e-03,-1.939479107898701721e-03,4.394959545261901968e-02
9.000000000000001332e-01,3.899999999999999911e+00,2.395833333333333481e+00,-4.237865289635514565e-02,-3.804986260216814461e-03,-7.307230331846740470e-04,4.255540033769410896e-02
1.100000000000000311e+00,1.000000000000000056e-01,1.041666666666666713e-01,-5.141792127587571648e-02,6.774414765148808332e-03,-1.136288044719144458e-03,5.187471902827995446e-02
1.100000000000000311e+00,1.000000000000000056e-01,3.125000000000000555e-01,-5.209499973908675308e-02,6.728609877497318710e-03,-3.434074152940203538e-03,5.263987133330490231e-02
1.100000000000000311e+00,1.000000000000000056e-01,5.208333333333333703e-01,-5.326689819952685340e-02,6.551967046364693022e-03,-5.712873617363360343e-03,5.397154473371475192e-02
1.100000000000000311e+00,1.000000000000000056e-01,7.291666666666667407e-01,-5.503482434850570648e-02,6.137528459756162562e-03,-7.649707634308821995e-03,5.590187093072642582e-02
1.100000000000000311e+00,1.000000000000000056e-01,9.375000000000001110e-01,-5.714647371017529676e-02,5.451461232907735092e-03,-8.656876168760327742e-03,5.805496871141093557e-02
1.100000000000000311e+00,1.000000000000000056e-01,1.145833333333333703e+00,-5.877688073413084302e-02,5.002968719708356278e-03,-8.721274125734729266e-03,5.963062994150599566e-02
1.100000000000000311e+00,1.000000000000000056e-01,1.354166666666666963e+00,-5.984100754304279984e-02,4.695024194955140472e-03,-8.320554713754851200e-03,6.059885367482051310e-02
1.100000000000000311e+00,1.000000000000000056e-01,1.562500000000000222e+00,-6.043852921567230418e-02,4.427624558685016448e-03,-7.625790807145637132e-03,6.107841155777295195e-02
1.100000000000000311e+00,1.000000000000000056e-01,1.770833333333333703e+00,-6.071449949665693596e-02,4.154657018243895078e-03,-6.605610655024001659e-03,6.121393400357932890e-02
1.100000000000000311e+00,1.000000000000000056e-01,1.979166666666667185e+00,-6.080708233076631553e-02,3.885727314300358587e-03,-5.180286622937530644e-03,6.115092401458442628e-02
1.100000000000000311e+00,1.000000000000000056e-01,2.187500000000000444e+00,-6.067636793149938645e-02,3.654551918017053241e-03,-3.325980416373133536e-03,6.087724961601227724e-02
1.100000000000000311e+00,1.000000000000000056e-01,2.395833333333333481e+00,-5.711830870726167936e-02,3.378890644242975652e-03,-1.147050272927897449e-03,5.722965853377444401e-02
1.100000000000000311e+00,2.999999999999999889e-01,1.041666666666666713e-01,-4.740585729644649499e-02,1.943268339868901504e-02,-1.218482720081305462e-03,5.124869940031522714e-02
1.100000000000000311e+00,2.999999999999999889e-01,3.125000000000000555e-01,-4.833388078820534395e-02,1.939996862807503303e-02,-3.761430749482073260e-03,5.221753705511099353e-02
1.100000000000000311e+00,2.999999999999999889e-01,5.208333333333333703e-01,-5.009958931920151237e-02,1.906477356533280848e-02,-6.482666191361646790e-03,5.399499423093483824e-02
1.100000000000000311e+00,2.999999999999999889e-01,7.291666666666667407e-01,-5.298624586337746800e-02,1.801016796322610705e-02,-8.951804506533603961e-03,5.667489042495889306e-02
1.100000000000000311e+00,2.999999999999999889e-01,9.375000000000001110e-01,-5.678145969705801488e-02,1.587061069171474131e-02,-9.954036506101431037e-03,5.979208385581986224e-02
1.100000000000000311e+00,2.999999999999999889e-01,1.145833333333333703e+00,-5.921130075111073754e-02,1.471855195554461204e-02,-9.597107910852347226e-03,6.176340654917843176e-02
1.100000000000000311e+00,2.999999999999999889e-01,1.354166666666666963e+00,-6.063598300515372908e-02,1.393267605346527535e-02,-8.984239352883255370e-03,6.286142261961617794e-02
1.100000000000000311e+00,2.999999999999999889e-01,1.562500000000000222e+00,-6.136388906314094172e-02,1.319211352586848601e-02,-8.242720572416272623e-03,6.330482748312174501e-02
1.100000000000000311e+00,2.999999999999999889e-01,1.770833333333333703e+00,-6.165238663295281862e-02,1.237607105966505652e-02,-7.214354568877405331e-03,6.329479302642880556e-02
1.100000000000000311e+00,2.999999999999999889e-01,1.979166666666667185e+00,-6.170439346537395786e-02,1.154435503170578650e-02,-5.727554519147548887e-03,6.303577703810402111e-02
1.100000000000000311e+00,2.999999999999999889e-01,2.187500000000000444e+00,-6.148775498093517894e-02,1.082210562094661904e-02,-3.727094521351119634e-03,6.254401023469417786e-02
1.100000000000000311e+00,2.999999999999999889e-01,2.395833333333333481e+00,-5.749821266699701311e-02,9.948073606919927495e-03,-1.300255602224317667e-03,5.836693664240935608e-02
1.100000000000000311e+00,5.000000000000000000e-01,1.041666666666666713e-01,-3.821019060811775558e-02,2.768950051642143223e-02,-1.257720159093385966e-03,4.720496758982239971e-02
1.100000000000000311e+00,5.000000000000000000e-01,3.125000000000000555e-01,-3.942828611454933518e-02,2.793124336924237075e-02,-4.036170317213500641e-03,4.848747026719547881e-02
1.100000000000000311e+00,5.000000000000000000e-01,5.208333333333333703e-01,-4.195129895619652965e-02,2.799055084284742673e-02,-7.437126972436788712e-03,5.097738006412598499e-02
1.100000000000000311e+00,5.000000000000000000e-01,7.291666666666667407e-01,-4.685986473721057838e-02,2.717170223489422803e-02,-1.099807587997301585e-02,5.527301329394908314e-02
1.100000000000000311e+00,5.000000000000000000e-01,9.375000000000001110e-01,-5.628328177549819789e-02,2.473702296996137945e-02,-1.201026648350047785e-02,6.264163642371756158e-02
1.100000000000000311e+00,5.000000000000000000e-01,1.145833333333333703e+00,-6.007022612040505832e-02,2.362423275177632370e-02,-1.081827588811436029e-02,6.544899947637131121e-02
1.100000000000000311e+00,5.000000000000000000e-01,1.354166666666666963e+00,-6.205694077889648691e-02,2.277032215781879532e-02,-9.966738914227814272e-03,6.684973713179957755e-02
1.100000000000000311e+00,5.000000000000000000e-01,1.562500000000000222e+00,-6.296555187398999998e-02,2.171772444177470784e-02,-9.294151377745188056e-03,6.725103365419320134e-02
1.100000000000000311e+00,5.000000000000000000e-01,1.770833333333333703e+00,-6.323858036846996544e-02,2.034398613991388743e-02,-8.351362853613252327e-03,6.695327535373571393e-02
1.100000000000000311e+00,5.000000000000000000e-01,1.979166666666667185e+00,-6.318672741311304186e-02,1.886087518237162738e-02,-6.788751150500628440e-03,6.629013709449903258e-02
1.100000000000000311e+00,5.000000000000000000e-01,2.187500000000000444e+00,-6.277513521912048144e-02,1.755643529712246770e-02,-4.510420344272817079e-03,6.533980344172254928e-02
1.100000000000000311e+00,5.000000000000000000e-01,2.395833333333333481e+00,-5.792277003676981478e-02,1.594852976510751849e-02,-1.598211113597844228e-03,6.009956047397241319e-02
1.100000000000000311e+00,6.999999999999999556e-01,1.041666666666666713e-01,-3.239178866942299395e-02,3.021409454525673596e-02,-1.081961941465393699e-03,4.430902982504866805e-02
1.100000000000000311e+00,6.999999999999999556e-01,3.125000000000000555e-01,-3.390792188725909317e-02,3.104178559119171593e-02,-3.696845895676184948e-03,4.611947841182030550e-02
1.100000000000000311e+00,6.999999999999999556e-01,5.208333333333333703e-01,-3.713870355943403589e-02,3.217438510528349699e-02,-7.451081689564524428e-03,4.969902390714701218e-02
1.100000000000000311e+00,6.999999999999999556e-01,7.291666666666667407e-01,-4.375873234924105432e-02,3.276118688803064671e-02,-1.183818490267234992e-02,5.593089168710656256e-02
1.100000000000000311e+00,6.999999999999999556e-01,9.375000000000001110e-01,-5.705525541162365100e-02,3.176267821671684144e-02,-1.303982970094441987e-02,6.658984198970546720e-02
1.100000000000000311e+00,6.999999999999999556e-01,1.145833333333333703e+00,-6.200076979060961668e-02,3.154701477667351539e-02,-1.154322500159195991e-02,7.051635015643681337e-02
1.100000000000000311e+00,6.999999999999999556e-01,1.354166666666666963e+00,-6.448949666294956362e-02,3.112390352956428269e-02,-1.091108948257574901e-02,7.243372435858162761e-02
1.100000000000000311e+00,6.999999999999999556e-01,1.562500000000000222e+00,-6.552343370906206499e-02,2.993015128780578821e-02,-1.072066350537314097e-02,7.282902544406476275e-02
1.100000000000000311e+00,6.999999999999999556e-01,1.770833333333333703e+00,-6.568477853511074660e-02,2.789301755789795612e-02,-1.011001798101764798e-02,7.207442697148724875e-02
1.100000000000000311e+00,6.999999999999999556e-01,1.979166666666667185e+00,-6.540871361760458580e-02,2.556542680062540152e-02,-8.485660819231129887e-03,7.073823085253816423e-02
1.100000000000000311e+00,6.999999999999999556e-01,2.187500000000000444e+00,-6.461783676505862550e-02,2.351431194130103319e-02,-5.754567172620947413e-03,6.900364293001334803e-02
1.100000000000000311e+00,6.999999999999999556e-01,2.395833333333333481e+00,-5.835606285963079731e-02,2.096978802569357536e-02,-2.063967843643916330e-03,6.204371076571177368e-02
1.100000000000000311e+00,8.999999999999999112e-01,1.041666666666666713e-01,-2.993197752231564757e-02,2.896626264898330416e-02,-5.412357673997355992e-04,4.165645911983167221e-02
1.100000000000000311e+00,8.999999999999999112e-01,3.125000000000000555e-01,-3.169478497451250210e-02,3.065198193249100977e-02,-2.284393250329241724e-03,4.415112505353049888e-02
1.100000000000000311e+00,8.999999999999999112e-01,5.208333333333333703e-01,-3.539672316661471307e-02,3.341956636499866795e-02,-5.787171213019321608e-03,4.902332891193037639e-02
1.100000000000000311e+00,8.999999999999999112e-01,7.291666666666667407e-01,-4.305815818466850881e-02,3.623545099934933483e-02,-1.071900367280886196e-02,5.728795628332251921e-02
1.100000000000000311e+00,8.999999999999999112e-01,9.375000000000001110e-01,-5.939084543216286566e-02,3.739624464898516631e-02,-1.240213415132040975e-02,7.127106401970691174e-02
1.100000000000000311e+00,8.999999999999999112e-01,1.145833333333333703e+00,-6.515018199559141632e-02,3.848906678756166405e-02,-1.124290389904723450e-02,7.650070172435856353e-02
1.100000000000000311e+00,8.999999999999999112e-01,1.354166666666666963e+00,-6.806151000219673453e-02,3.898698394568712866e-02,-1.156874791199806463e-02,7.928549671416426636e-02
1.100000000000000311e+00,8.999999999999999112e-01,1.562500000000000222e+00,-6.918577195782885103e-02,3.777742864651836840e-02,-1.258391176628339235e-02,7.982581031148440476e-02
1.100000000000000311e+00,8.999999999999999112e-01,1.770833333333333703e+00,-6.909976235069699435e-02,3.478396784130573238e-02,-1.270801839651263671e-02,7.839767411903172944e-02
1.100000000000000311e+00,8.999999999999999112e-01,1.979166666666667185e+00,-6.840894177889095262e-02,3.126715793495629669e-02,-1.101923565738113786e-02,7.601869529997271058e-02
1.100000000000000311e+00,8.999999999999999112e-01,2.187500000000000444e+00,-6.693634262941623725e-02,2.823398483151066257e-02,-7.561891229639466569e-03,7.303981149371538417e-02
1.100000000000000311e+00,8.999999999999999112e-01,2.395833333333333481e+00,-5.859924314853394434e-02,2.453978911813481725e-02,-2.719750424039764618e-03,6.358828186004551741e-02
1.100000000000000311e+00,1.099999999999999867e+00,1.041666666666666713e-01,-2.991208055140099145e-02,2.456293618954476232e-02,4.461137159612999468e-04,3.870748525301944548e-02
1.100000000000000311e+00,1.099999999999999867e+00,3.125000000000000555e-01,-3.187540664736493445e-02,2.725631592535236736e-02,4.970864130304425204e-04,4.194276340037114692e-02
1.100000000000000311e+00,1.099999999999999867e+00,5.208333333333333703e-01,-3.579856488769714296e-02,3.201841111534809575e-02,-1.855922149461494914e-03,4.806412742779141156e-02
1.100000000000000311e+00,1.099999999999999867e+00,7.291666666666667407e-01,-4.352894052812494863e-02,3.767769693541606763e-02,-6.939030725276109680e-03,5.798730600109325284e-02
1.100000000000000311e+00,1.099999999999999867e+00,9.375000000000001110e-01,-6.237015918245881335e-02,4.143296556183525409e-02,-9.495029583491600839e-03,7.547769855053119981e-02
1.100000000000000311e+00,1.099999999999999867e+00,1.145833333333333703e+00,-6.812576685962890011e-02,4.361200013280708276e-02,-9.407822142747018779e-03,8.143484379100900117e-02
1.100000000000000311e+00,1.099999999999999867e+00,1.354166666666666963e+00,-7.187009819172957004e-02,4.603044831569273743e-02,-1.177628383710945317e-02,8.615563851103812121e-02
1.100000000000000311e+00,1.099999999999999867e+00,1.562500000000000222e+00,-7.379479475484509998e-02,4.503845140425742632e-02,-1.516216399398937972e-02,8.777257575566527192e-02
1.100000000000000311e+00,1.099999999999999867e+00,1.770833333333333703e+00,-7.346839505327761033e-02,4.057090064672153051e-02,-1.654116815141710994e-02,8.554071132977601744e-02
1.100000000000000311e+00,1.099999999999999867e+00,1.979166666666667185e+00,-7.211702203173749048e-02,3.535507765041567829e-02,-1.467135410504145920e-02,8.164615737233779647e-02
1.100000000000000311e+00,1.099999999999999867e+00,2.187500000000000444e+00,-6.950616594688058258e-02,3.108335354327457223e-02,-1.003414504312098200e-02,7.679821637823297520e-02
1.100000000000000311e+00,1.099999999999999867e+00,2.395833333333333481e+00,-5.836979823210861062e-02,2.613637680228617782e-02,-3.573150494615813782e-03,6.405396898292349539e-02
1.100000000000000311e+00,1.300000000000000044e+00,1.041666666666666713e-01,-3.171868988144411344e-02,1.662812054973671766e-02,1.815359286055053022e-03,3.585896275897098445e-02
1.100000000000000311e+00,1.300000000000000044e+00,3.125000000000000555e-01,-3.385733388917332165e-02,2.023964160586744915e-02,4.540571209619783527e-03,3.970615742333363785e-02
1.100000000000000311e+00,1.300000000000000044e+00,5.208333333333333703e-01,-3.787789737843781646e-02,2.696429510813207198e-02,4.549683008261751205e-03,4.671731944328106484e-02
1.100000000000000311e+00,1.300000000000000044e+00,7.291666666666667407e-01,-4.449351043140541140e-02,3.564557464058618064e-02,4.164199027791998242e-04,5.701274302734971738e-02
1.100000000000000311e+00,1.300000000000000044e+00,9.375000000000001110e-01,-6.130804843538753546e-02,4.163697592634427180e-02,-3.311258225589164619e-03,7.418408857890840258e-02
1.100000000000000311e+00,1.300000000000000044e+00,1.145833333333333703e+00,-6.175941999625959855e-02,4.219534457256418625e-02,-4.892621216544127023e-03,7.495739325937361697e-02
1.100000000000000311e+00,1.300000000000000044e+00,1.354166666666666963e+00,-6.874750607332917596e-02,5.041150951872122588e-02,-1.068856623255151801e-02,8.591731683057958480e-02
1.100000000000000311e+00,1.300000000000000044e+00,1.562500000000000222e+00,-7.749087457507937426e-02,5.085315656610393809e-02,-1.865133503784269925e-02,9.454497064276461138e-02
1.100000000000000311e+00,1.300000000000000044e+00,1.770833333333333703e+00,-7.828481105846664401e-02,4.445249907376022658e-02,-2.207631836002696413e-02,9.269250319575871033e-02
1.100000000000000311e+00,1.300000000000000044e+00,1.979166666666667185e+00,-7.620058795715524413e-02,3.690986741196526644e-02,-1.975151180924478167e-02,8.694245301425389261e-02
1.100000000000000311e+00,1.300000000000000044e+00,2.187500000000000444e+00,-7.187454947014845774e-02,3.124941318295252485e-02,-1.323001256748358376e-02,7.948276491385714015e-02
1.100000000000000311e+00,1.300000000000000044e+00,2.395833333333333481e+00,-5.732434776865710790e-02,2.524637933926860214e-02,-4.602636140101803650e-03,6.280640712763597977e-02
1.100000000000000311e+00,1.500000000000000000e+00,1.041666666666666713e-01,-3.521230777690153441e-02,4.656299128527608723e-03,3.356572382491419555e-03,3.567708394345691508e-02
1.100000000000000311e+00,1.500000000000000000e+00,3.125000000000000555e-01,-3.748026793943302903e-02,8.759748073489611458e-03,9.263593203944275184e-03,3.958936511452108148e-02
1.100000000000000311e+00,1.500000000000000000e+00,5.208333333333333703e-01,-4.141635574566362998e-02,1.691632698743204127e-02,1.250730733654434323e-02,4.645330320663819401e-02
1.100000000000000311e+00,1.500000000000000000e+00,7.291666666666667407e-01,-4.609899808973712265e-02,2.824409664686760441e-02,1.068845093499405999e-02,5.510979589569317549e-02
1.100000000000000311e+00,1.500000000000000000e+00,9.375000000000001110e-01,-4.929263569778820353e-02,3.382732275886806556e-02,5.065597802523525740e-03,5.999759978669504112e-02
1.100000000000000311e+00,1.500000000000000000e+00,1.145833333333333703e+00,-3.426755386453007174e-02,1.945089300270284871e-02,6.801295677369849184e-03,3.998574882820220971e-02
1.100000000000000311e+00,1.500000000000000000e+00,1.354166666666666963e+00,-4.058139049493494910e-02,4.903714660398067471e-02,4.208764645342345789e-05,6.365133755808022320e-02
1.100000000000000311e+00,1.500000000000000000e+00,1.562500000000000222e+00,-7.125367652105590865e-02,5.408689843907227290e-02,-1.962167884501926293e-02,9.158323690077169177e-02
1.100000000000000311e+00,1.500000000000000000e+00,1.770833333333333703e+00,-8.046564850119025669e-02,4.537729743442990571e-02,-2.890076951839687380e-02,9.679397806643405544e-02
1.100000000000000311e+00,1.500000000000000000e+00,1.979166666666667185e+00,-7.955271411538597515e-02,3.468012797528455954e-02,-2.644978278846736239e-02,9.072450941759646614e-02
1.100000000000000311e+00,1.500000000000000000e+00,2.187500000000000444e+00,-7.325604417747549890e-02,2.778658963770051782e-02,-1.715274317550054967e-02,8.020448348235208191e-02
1.100000000000000311e+00,1.500000000000000000e+00,2.395833333333333481e+00,-5.507392447733856777e-02,2.144565948319126711e-02,-5.763825708706270083e-03,5.938244820487723064e-02
1.100000000000000311e+00,1.699999999999999956e+00,1.041666666666666713e-01,-4.250427886723136955e-02,-1.013969201745050334e-02,4.754663591425479889e-03,4.395490759971800582e-02
1.100000000000000311e+00,1.699999999999999956e+00,3.125000000000000555e-01,-4.379527032969145195e-02,-6.752838713636894093e-03,1.352711087780762017e-02,4.633151478900347092e-02
1.100000000000000311e+00,1.699999999999999956e+00,5.208333333333333703e-01,-4.586600020577895342e-02,1.456249763678346427e-03,1.960064590565772230e-02,4.989985930009928350e-02
1.100000000000000311e+00,1.699999999999999956e+00,7.291666666666667407e-01,-4.270405631468373459e-02,1.514276648383592813e-02,1.825737984240221809e-02,4.884948025538674021e-02
1.100000000000000311e+00,1.699999999999999956e+00,9.375000000000001110e-01,-2.480770855305829137e-02,1.883674784947779110e-02,5.425041707828088047e-03,3.161766200606809518e-02
1.100000000000000311e+00,1.699999999999999956e+00,1.145833333333333703e+00,2.508233327692303491e-02,-5.294401562091175656e-02,2.279435291062304608e-02,6.286314307522349043e-02
1.100000000000000311e+00,1.699999999999999956e+00,1.354166666666666963e+00,3.764280010734486273e-03,4.321102638270595681e-02,2.775939834983575868e-02,5.149705624393485087e-02
